"ONTOLOGY"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"CC"	"GO:1990204"	"oxidoreductase complex"	"25/2387"	"110/19559"	0.00143097119874589	0.0395168200269058	0.0355135767138151	"NDUFAB1/NDUFB4/NDUFB2/NCF4/NDUFC1/NDUFB3/NDUFA1/NDUFA2/GMPR/NDUFS6/NDUFB11/NDUFB9/NDUFC2/UQCRB/UQCRQ/NDUFB6/UQCRFS1/NDUFA3/RRM2/UQCRH/GLDC/NDUFB1/UQCR10/NDUFA6/NDUFA4"	25
"CC"	"GO:0000276"	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"	"6/2387"	"12/19559"	0.00157371389473598	0.041849132460016	0.0376096147163023	"ATP5PB/ATP5MC3/ATP5PF/ATP5MG/ATP5PD/ATP5MF"	6
"CC"	"GO:0070069"	"cytochrome complex"	"11/2387"	"34/19559"	0.00170715262034327	0.0437762707645166	0.0393415246718204	"COX6A1/COX6B1/COX7C/COX7B/UQCRB/UQCRQ/UQCRFS1/UQCRH/COX8A/UQCR10/NDUFA4"	11
"CC"	"GO:0044391"	"ribosomal subunit"	"37/2387"	"187/19559"	0.00195045404102439	0.048290551774328	0.0433984873737914	"NDUFAB1/MRPL27/MRPL51/MRPL18/RPS12/RPL24/MRPL37/MRPS15/MRPS14/RPL21/MRPS7/MRPL34/RPS15A/MRPL47/RPLP1/RPS24/RPS11/RPL30/MRPS18C/RPL36AL/MRPL36/RPL38/RPLP2/MRPL14/RPL35A/RPS27L/ISG15/HBA2/RPS26/RPL12/RPL39/HBA1/UBA52/RPL41/MCTS1/MRPL20/RPL17"	37
"MF"	"GO:0016209"	"antioxidant activity"	"28/2327"	"86/18352"	1.30595122821027e-06	0.000529442738085081	0.000491161740146991	"MPO/HBQ1/SOD3/PRDX1/PRDX6/CAT/PRDX5/TXNDC17/APOE/ALOX5AP/TXN/SOD1/MGST3/GSTO1/CLIC2/S100A9/PRDX3/PRDX2/CCS/HBA2/HBG2/HBA1/HBM/HBG1/HBD/GPX1/HBB/HP"	28
"MF"	"GO:0004298"	"threonine-type endopeptidase activity"	"12/2327"	"21/18352"	1.62999136997211e-06	0.000529442738085081	0.000491161740146991	"PSMA4/PSMA3/PSMB5/PSMA7/PSMB7/PSMB6/PSMA5/PSMA8/PSMB4/PSMB8/PSMB9/PSMB3"	12
"MF"	"GO:0016684"	"oxidoreductase activity, acting on peroxide as acceptor"	"21/2327"	"56/18352"	2.11517575893513e-06	0.000529442738085081	0.000491161740146991	"MPO/HBQ1/PRDX1/PRDX6/CAT/PRDX5/TXNDC17/ALOX5AP/MGST3/SESN3/CLIC2/PRDX3/PRDX2/HBA2/HBG2/HBA1/HBM/HBG1/HBD/GPX1/HBB"	21
"MF"	"GO:0004601"	"peroxidase activity"	"20/2327"	"52/18352"	2.32297445901851e-06	0.000529442738085081	0.000491161740146991	"MPO/HBQ1/PRDX1/PRDX6/CAT/PRDX5/TXNDC17/ALOX5AP/MGST3/CLIC2/PRDX3/PRDX2/HBA2/HBG2/HBA1/HBM/HBG1/HBD/GPX1/HBB"	20
"MF"	"GO:0031720"	"haptoglobin binding"	"8/2327"	"10/18352"	2.34474197557609e-06	0.000529442738085081	0.000491161740146991	"HBQ1/HBA2/HBG2/HBA1/HBM/HBG1/HBD/HBB"	8
"MF"	"GO:0061631"	"ubiquitin conjugating enzyme activity"	"17/2327"	"42/18352"	5.86740386138066e-06	0.00110404982658313	0.0010242222529954	"UBE2D1/UBE2T/UBE2A/UBE2K/CDC34/UBE2S/UBE2D3/UBE2B/UBE2M/UBE2L6/UBE2E3/UBE2C/UBE2O/UBE2F/UBE2L3/UBE2H/UBE2J1"	17
"MF"	"GO:0061650"	"ubiquitin-like protein conjugating enzyme activity"	"17/2327"	"44/18352"	1.23116353273561e-05	0.00198569089779786	0.00184211686476982	"UBE2D1/UBE2T/UBE2A/UBE2K/CDC34/UBE2S/UBE2D3/UBE2B/UBE2M/UBE2L6/UBE2E3/UBE2C/UBE2O/UBE2F/UBE2L3/UBE2H/UBE2J1"	17
"MF"	"GO:0004866"	"endopeptidase inhibitor activity"	"43/2327"	"183/18352"	3.8161920230812e-05	0.00496829291308385	0.00460906386510506	"LTF/SERPINB1/LXN/BIRC5/SERPIND1/SERPINA4/CST9L/CST4/EPPIN/PCSK1N/SERPINE1/AMBP/BIRC2/KNG1/SERPINC1/SPINK4/ITIH5/WFDC3/PSMF1/PRDX5/VIL1/NGF/FURIN/AHSG/SNCA/SPINT4/SPOCK1/CPAMD8/PTTG1/PRDX3/SERPINB12/WFDC13/SERPINA6/CST1/CST9/WFDC5/UBE2O/WFDC10B/SERPINA11/SERPINA5/SERPINB2/SERPINB5/CARD18"	43
"MF"	"GO:0030414"	"peptidase inhibitor activity"	"44/2327"	"189/18352"	3.96055236649731e-05	0.00496829291308385	0.00460906386510506	"LTF/SERPINB1/LXN/BIRC5/SERPIND1/SERPINA4/R3HDML/CST9L/CST4/EPPIN/PCSK1N/SERPINE1/AMBP/BIRC2/KNG1/SERPINC1/SPINK4/ITIH5/WFDC3/PSMF1/PRDX5/VIL1/NGF/FURIN/AHSG/SNCA/SPINT4/SPOCK1/CPAMD8/PTTG1/PRDX3/SERPINB12/WFDC13/SERPINA6/CST1/CST9/WFDC5/UBE2O/WFDC10B/SERPINA11/SERPINA5/SERPINB2/SERPINB5/CARD18"	44
"MF"	"GO:0070003"	"threonine-type peptidase activity"	"13/2327"	"31/18352"	4.72103687625545e-05	0.0053300506332924	0.00494466493881492	"PSMA4/PSMA3/PSMB5/PSMA7/PSMB7/PSMB6/PSMA5/GGTLC1/PSMA8/PSMB4/PSMB8/PSMB9/PSMB3"	13
"MF"	"GO:0061135"	"endopeptidase regulator activity"	"44/2327"	"192/18352"	5.9048221332561e-05	0.00576762843963422	0.00535060397877586	"LTF/SERPINB1/LXN/BIRC5/SERPIND1/SERPINA4/PSME2/CST9L/CST4/EPPIN/PCSK1N/SERPINE1/AMBP/BIRC2/KNG1/SERPINC1/SPINK4/ITIH5/WFDC3/PSMF1/PRDX5/VIL1/NGF/FURIN/AHSG/SNCA/SPINT4/SPOCK1/CPAMD8/PTTG1/PRDX3/SERPINB12/WFDC13/SERPINA6/CST1/CST9/WFDC5/UBE2O/WFDC10B/SERPINA11/SERPINA5/SERPINB2/SERPINB5/CARD18"	44
"MF"	"GO:0015077"	"monovalent inorganic cation transmembrane transporter activity"	"75/2327"	"381/18352"	6.13034023698943e-05	0.00576762843963422	0.00535060397877586	"ABCC8/SLC11A1/ATP1A2/KCNH2/SLC6A15/ASIC4/TMEM38A/KCNN2/KCNK2/ATP6V1D/KCNN4/SLC17A7/SLC1A6/ATP6V0A4/PKD2L1/SLC6A4/SCNN1A/COX6A1/RHAG/COX7A2/SLC4A9/ATP5PB/SLC5A9/ATP5F1E/COX6B1/COX7C/ATP1B2/SLC6A8/COX7B/SLC6A6/SLC9A5/COX5B/KCNH1/SLC10A6/ATP6V1B2/ATP6V0D2/GRIK4/SCN2B/ATP5MC3/ATP5PF/ATP6V1C1/SLC28A1/KCNJ15/SLC34A2/SLC13A3/KCNB1/SLC45A3/SLC5A11/OTOP1/HCN1/SLC13A4/KCNV1/COX6C/ATP5F1C/CYB5A/SCNN1G/ATP5MG/ATP5PD/KCNV2/SCNN1B/COX8A/SLC9A4/KCNIP1/KCNB2/OTOP2/ATP6V0C/SLC36A3/RHD/SLC24A5/RHCE/NDUFA4/CCT8L2/SLC12A8/AQP1/ATP5MF"	75
"MF"	"GO:0005344"	"oxygen carrier activity"	"8/2327"	"14/18352"	9.74046431082649e-05	0.00845921862071008	0.00784758055811527	"HBQ1/HBA2/HBG2/HBA1/HBM/HBG1/HBD/HBB"	8
"MF"	"GO:0015252"	"proton channel activity"	"11/2327"	"26/18352"	0.000164981830914375	0.013304606221595	0.0123426256962258	"ATP5PB/ATP5F1E/ATP5MC3/ATP5PF/OTOP1/ATP5F1C/ATP5MG/ATP5PD/OTOP2/ATP6V0C/ATP5MF"	11
"MF"	"GO:0015078"	"proton transmembrane transporter activity"	"31/2327"	"127/18352"	0.000212241210084181	0.0152097924812801	0.0141100587561174	"SLC11A1/ATP6V1D/ATP6V0A4/COX6A1/COX7A2/ATP5PB/ATP5F1E/COX6B1/COX7C/COX7B/SLC9A5/COX5B/ATP6V1B2/ATP6V0D2/ATP5MC3/ATP5PF/ATP6V1C1/SLC45A3/OTOP1/COX6C/ATP5F1C/CYB5A/ATP5MG/ATP5PD/COX8A/SLC9A4/OTOP2/ATP6V0C/SLC36A3/NDUFA4/ATP5MF"	31
"MF"	"GO:0004857"	"enzyme inhibitor activity"	"73/2327"	"383/18352"	0.000215550646324608	0.0152097924812801	0.0141100587561174	"LTF/SERPINB1/BOD1L1/PPP1R12A/WNK1/LRP6/LXN/TESC/BIRC5/SERPIND1/SERPINA4/R3HDML/CST9L/CST4/EPPIN/PCSK1N/OAZ1/HSPB1/SERPINE1/AMBP/BIRC2/KNG1/KAT2B/SERPINC1/SPINK4/CDKN2C/ITIH5/WFDC3/PSMF1/PRDX5/VIL1/ATP5IF1/LGALS3/GPS2/NGF/PARP9/ANXA3/WARS1/FURIN/WDTC1/ANP32E/AHSG/SNCA/SPINT4/SPOCK1/SH3RF2/CABP1/CPAMD8/DTX3L/PTTG1/PRDX3/SERPINB12/SCG5/WFDC13/YWHAG/SERPINA6/CST1/TRIB1/CST9/WFDC5/UBE2O/SMCR8/MYOZ1/OAZ2/WFDC10B/SOCS3/HEXIM1/SERPINA11/SERPINA5/SERPINB2/SERPINB5/PPME1/CARD18"	73
"MF"	"GO:0046933"	"proton-transporting ATP synthase activity, rotational mechanism"	"9/2327"	"19/18352"	0.000232624107415347	0.0154489774865839	0.0143319496519053	"ATP5PB/ATP5F1E/ATP5MC3/ATP5PF/ATP5F1C/ATP5MG/ATP5PD/ATP6V0C/ATP5MF"	9
"MF"	"GO:0061134"	"peptidase regulator activity"	"48/2327"	"229/18352"	0.000279652946745807	0.0175404542708898	0.0162722036264373	"LTF/SERPINB1/LXN/BIRC5/SERPIND1/SERPINA4/PSME2/R3HDML/CST9L/CST4/EPPIN/PCSK1N/CARD8/SERPINE1/AMBP/BIRC2/KNG1/SERPINC1/SPINK4/ITIH5/WFDC3/PSMF1/PRDX5/VIL1/NGF/FURIN/AHSG/SNCA/SPINT4/SPOCK1/PINK1/CPAMD8/PTTG1/PRDX3/SERPINB12/WFDC13/SERPINA6/CST1/CST9/WFDC5/UBE2O/WFDC10B/RPS27L/SERPINA11/SERPINA5/SERPINB2/SERPINB5/CARD18"	48
"MF"	"GO:0047498"	"calcium-dependent phospholipase A2 activity"	"8/2327"	"16/18352"	0.000329781593565443	0.0186348694445115	0.0172874878535163	"PLA2G10/PLA2G4C/PLA2G2D/PLA2G5/PLA2G2F/PLA2G4F/PLA2G1B/PLA2G2A"	8
"MF"	"GO:0003954"	"NADH dehydrogenase activity"	"15/2327"	"46/18352"	0.000363124116722101	0.0186348694445115	0.0172874878535163	"NDUFAB1/NDUFB4/NDUFB2/NDUFC1/NDUFB3/NDUFA1/NDUFA2/NDUFS6/NDUFB9/NDUFC2/NDUFB6/NDUFA3/NDUFB1/NDUFA6/NDUFA4"	15
"MF"	"GO:0008137"	"NADH dehydrogenase (ubiquinone) activity"	"15/2327"	"46/18352"	0.000363124116722101	0.0186348694445115	0.0172874878535163	"NDUFAB1/NDUFB4/NDUFB2/NDUFC1/NDUFB3/NDUFA1/NDUFA2/NDUFS6/NDUFB9/NDUFC2/NDUFB6/NDUFA3/NDUFB1/NDUFA6/NDUFA4"	15
"MF"	"GO:0050136"	"NADH dehydrogenase (quinone) activity"	"15/2327"	"46/18352"	0.000363124116722101	0.0186348694445115	0.0172874878535163	"NDUFAB1/NDUFB4/NDUFB2/NDUFC1/NDUFB3/NDUFA1/NDUFA2/NDUFS6/NDUFB9/NDUFC2/NDUFB6/NDUFA3/NDUFB1/NDUFA6/NDUFA4"	15
"MF"	"GO:0019865"	"immunoglobulin binding"	"10/2327"	"24/18352"	0.000380491577120669	0.0186771735030102	0.0173267331457696	"AMBP/VWF/LGALS3/JCHAIN/FCGR2A/FCGR1A/FCER1G/FCGR3B/FCER1A/FCGR1B"	10
"MF"	"GO:0004869"	"cysteine-type endopeptidase inhibitor activity"	"17/2327"	"59/18352"	0.00076915948818413	0.0352152875764846	0.0326690701026546	"LTF/BIRC5/CST9L/CST4/BIRC2/KNG1/PRDX5/VIL1/AHSG/SNCA/SPOCK1/PTTG1/PRDX3/CST1/CST9/UBE2O/CARD18"	17
"MF"	"GO:0102567"	"phospholipase A2 activity (consuming 1,2-dipalmitoylphosphatidylcholine)"	"10/2327"	"26/18352"	0.000810980936216652	0.0352152875764846	0.0326690701026546	"PLA2G10/PLA2G4C/PLA2G2D/PRDX6/PLAAT1/PLA2G5/PLA2G2F/PLA2G4F/PLA2G1B/PLA2G2A"	10
"MF"	"GO:0102568"	"phospholipase A2 activity consuming 1,2-dioleoylphosphatidylethanolamine)"	"10/2327"	"26/18352"	0.000810980936216652	0.0352152875764846	0.0326690701026546	"PLA2G10/PLA2G4C/PLA2G2D/PRDX6/PLAAT1/PLA2G5/PLA2G2F/PLA2G4F/PLA2G1B/PLA2G2A"	10
"MF"	"GO:0004867"	"serine-type endopeptidase inhibitor activity"	"24/2327"	"98/18352"	0.000996412010483375	0.0416647836976196	0.0386522397828833	"SERPINB1/SERPIND1/SERPINA4/EPPIN/PCSK1N/SERPINE1/AMBP/SERPINC1/SPINK4/ITIH5/WFDC3/FURIN/SPINT4/SPOCK1/CPAMD8/SERPINB12/WFDC13/SERPINA6/WFDC5/WFDC10B/SERPINA11/SERPINA5/SERPINB2/SERPINB5"	24
"MF"	"GO:0050786"	"RAGE receptor binding"	"6/2327"	"11/18352"	0.00107887407798992	0.0435017440732364	0.0403563799849612	"S100A8/S100A9/S100A12/S100P/HMGB2/HMGB1"	6
"MF"	"GO:0015267"	"channel activity"	"84/2327"	"479/18352"	0.00117996645306927	0.0459373146729382	0.0426158483050427	"ABCC8/KCNH2/CNGB1/ASIC4/TMEM38A/CACNG5/VDAC3/KCNN2/KCNK2/MCOLN1/AQP8/AQP9/KCNN4/SLC17A7/PKD2L1/CACNG1/P2RX3/SCNN1A/RHAG/CLIC5/ATP5PB/FKBP1B/ATP5F1E/CACNG6/TRPM4/TMEM63B/SLC14A1/CACNA1A/BEST4/KCNH1/CNGA3/GABRB2/CHRNA6/HTR3B/GRIK4/TMC2/SCN2B/GPM6A/GJA1/PANX3/ATP5MC3/ATP5PF/CLIC2/KCNJ15/KCNB1/GJD2/OTOP1/HCN1/KCNV1/TMC1/TMEM63C/ATP5F1C/GABRB3/SCNN1G/CACNG2/ATP5MG/TTYH1/ATP5PD/KCNV2/SCNN1B/CLIC4/GJB1/TMC7/LRRC8E/CHRNA9/SLC26A9/CHRNA7/GJD4/HTR3C/KCNIP1/KCNB2/GRID1/OTOP2/GRIN2A/ATP6V0C/HTR3E/SLC24A5/CATSPER4/CALHM6/CCT8L2/KCNU1/AQP1/ATP5MF/GJA5"	84
"MF"	"GO:0022803"	"passive transmembrane transporter activity"	"84/2327"	"480/18352"	0.00125649219201081	0.0472859894926733	0.0438670081070439	"ABCC8/KCNH2/CNGB1/ASIC4/TMEM38A/CACNG5/VDAC3/KCNN2/KCNK2/MCOLN1/AQP8/AQP9/KCNN4/SLC17A7/PKD2L1/CACNG1/P2RX3/SCNN1A/RHAG/CLIC5/ATP5PB/FKBP1B/ATP5F1E/CACNG6/TRPM4/TMEM63B/SLC14A1/CACNA1A/BEST4/KCNH1/CNGA3/GABRB2/CHRNA6/HTR3B/GRIK4/TMC2/SCN2B/GPM6A/GJA1/PANX3/ATP5MC3/ATP5PF/CLIC2/KCNJ15/KCNB1/GJD2/OTOP1/HCN1/KCNV1/TMC1/TMEM63C/ATP5F1C/GABRB3/SCNN1G/CACNG2/ATP5MG/TTYH1/ATP5PD/KCNV2/SCNN1B/CLIC4/GJB1/TMC7/LRRC8E/CHRNA9/SLC26A9/CHRNA7/GJD4/HTR3C/KCNIP1/KCNB2/GRID1/OTOP2/GRIN2A/ATP6V0C/HTR3E/SLC24A5/CATSPER4/CALHM6/CCT8L2/KCNU1/AQP1/ATP5MF/GJA5"	84
